Accelerometer 1 (m/s^2),Microphone (V),Accelerometer 2 (m/s^2),Accelerometer 3 (m/s^2),Temperature (Celsius)
-1.892107,0.029699,0.558126,-0.280112,31.415151
-2.440186,0.028383,-0.69923,-0.538031,31.316497
-2.730345,0.025753,-0.151152,-1.666428,31.283612
-3.890982,0.023122,1.396364,-2.214506,31.086304
-3.987701,0.023451,1.106205,-1.472988,31.250728
-3.729782,0.024437,1.041725,-1.569708,31.217843
-3.729782,0.023451,-0.151152,-1.634188,31.415151
-4.148901,0.024437,0.364687,-1.344029,31.875537
-4.4713,0.025095,0.364687,-0.69923,31.415151
-5.019379,0.028383,0.525886,-0.118912,31.217843
-3.858742,0.035289,-0.054432,-0.118912,31.152074
-2.440186,0.039235,-0.054432,-0.054432,31.250728
0.074527,0.041866,0.590366,-0.054432,31.217843
1.073965,0.040551,0.332447,-0.280112,30.954765
2.170122,0.038249,1.138445,-0.666991,31.119189
3.717638,0.039893,0.816045,-1.086109,31.250728
3.943317,0.040551,0.396927,-1.118349,31.316497
2.492521,0.03792,0.912765,-1.344029,31.382267
2.557001,0.035289,-0.054432,-1.05387,31.152074
3.685398,0.035289,0.235727,-0.409071,31.283612
3.362998,0.036605,-0.76371,0.171247,31.152074
3.298519,0.033974,-0.505791,0.687086,31.283612
2.81492,0.028054,0.880525,0.622606,31.250728
1.654283,0.019176,-0.054432,0.493646,31.283612
0.945005,0.011283,-0.280112,0.751566,31.415151
-0.022192,0.003391,0.396927,0.751566,31.283612
-1.601948,0.00076,1.331884,0.074527,31.086304
-1.505228,-0.001542,2.202362,-0.376831,31.119189
-1.247309,-0.002528,1.557563,-0.82819,31.250728
-0.054432,0.000102,0.880525,-0.86043,31.217843
-0.79595,0.001747,1.009485,-0.86043,31.349382
-0.98939,0.00372,1.944442,-0.634751,31.250728
0.364687,0.001747,2.7182,-0.376831,31.119189
0.880525,-0.000555,0.654846,-0.118912,31.184958
-1.086109,-0.001213,0.493646,-0.183392,31.086304
-0.92491,-0.002199,0.945005,0.332447,31.250728
-0.376831,-0.002199,0.590366,0.783805,31.579575
0.783805,-0.000555,1.267404,0.010048,31.382267
0.106767,-0.003186,0.493646,-0.118912,31.448036
0.203487,-0.010092,0.461406,0.106767,31.283612
0.042287,-0.016669,0.816045,-0.344591,31.184958
-0.054432,-0.02193,0.687086,-0.473551,31.184958
-1.601948,-0.027192,1.106205,-0.118912,31.415151
-1.634188,-0.034755,0.816045,0.010048,31.119189
-1.569708,-0.03903,1.299644,0.364687,31.119189
-0.473551,-0.042319,0.783805,0.300207,31.250728
1.202924,-0.041661,0.816045,0.493646,31.217843
1.267404,-0.041661,0.429166,0.977245,31.217843
0.203487,-0.045278,0.848285,1.138445,31.480921
0.783805,-0.048238,1.460844,1.235164,31.119189
1.235164,-0.049225,0.622606,0.816045,31.119189
-0.247872,-0.049553,0.590366,0.912765,31.283612
-0.98939,-0.046265,1.138445,1.106205,31.152074
-0.215632,-0.046594,0.912765,0.558126,31.316497
1.235164,-0.045936,1.235164,0.267967,31.283612
0.783805,-0.041661,0.880525,-0.280112,31.217843
-1.376269,-0.04199,-0.376831,-0.280112,31.152074
-1.215069,-0.049553,-0.666991,-0.409071,31.217843
-0.92491,-0.05613,0.106767,-0.538031,31.250728
-2.923784,-0.056788,0.751566,0.364687,31.283612
-3.536343,-0.061063,0.848285,0.687086,31.184958
-3.246184,-0.064352,0.977245,0.396927,31.217843
