Accelerometer 1 (m/s^2),Microphone (V),Accelerometer 2 (m/s^2),Accelerometer 3 (m/s^2),Temperature (Celsius)
3.459718,-0.055144,-0.086672,-0.538031,29.507838
3.975557,-0.054486,-0.505791,-0.570271,29.540722
1.106205,-0.050211,0.042287,-0.538031,29.639376
-1.118349,-0.046594,-0.570271,0.203487,29.606492
0.332447,-0.048567,-0.344591,0.525886,29.770915
-0.376831,-0.049553,-0.215632,0.622606,29.507838
-1.569708,-0.049882,-0.086672,0.558126,29.474953
1.331884,-0.049882,0.010048,0.300207,29.277645
4.362436,-0.049882,-0.82819,0.300207,29.507838
2.78268,-0.047909,0.235727,0.171247,29.672261
0.945005,-0.044292,0.493646,0.590366,29.442068
0.590366,-0.039688,0.558126,0.203487,29.639376
0.622606,-0.038701,0.525886,-0.409071,29.277645
-2.214506,-0.040346,0.010048,-0.151152,29.507838
-1.118349,-0.042976,0.525886,0.106767,29.540722
2.170122,-0.045607,0.525886,0.171247,29.770915
2.81492,-0.046923,1.009485,0.622606,29.738031
2.460281,-0.04758,0.493646,0.461406,29.573607
2.94388,-0.046923,-0.183392,-0.280112,29.573607
0.751566,-0.042976,0.429166,0.267967,29.442068
-1.601948,-0.040017,-0.247872,0.300207,29.442068
-1.279549,-0.04199,-0.344591,-0.602511,29.442068
-0.215632,-0.043963,0.074527,-0.82819,29.507838
-0.409071,-0.045607,0.235727,-0.344591,29.639376
0.880525,-0.046594,-0.151152,-0.376831,29.507838
3.717638,-0.047251,0.010048,-1.05387,29.639376
2.589241,-0.048567,0.525886,-0.538031,29.573607
-0.473551,-0.046265,0.300207,0.493646,29.738031
-1.118349,-0.041332,0.171247,-0.022192,29.770915
0.687086,-0.040017,0.042287,-0.441311,29.474953
-1.795388,-0.041661,0.235727,-0.280112,29.409183
-1.634188,-0.043305,-0.118912,0.106767,29.606492
2.331321,-0.042976,-0.280112,-0.215632,29.705146
3.395238,-0.042648,0.106767,-0.79595,29.902454
1.525323,-0.043963,0.042287,-0.409071,29.409183
1.654283,-0.043634,0.106767,-0.538031,29.606492
0.525886,-0.040017,0.654846,-0.79595,29.409183
-0.98939,-0.040675,-0.183392,-0.022192,29.376299
-2.246746,-0.043963,0.171247,-0.183392,29.770915
-0.441311,-0.045607,1.202924,-0.344591,29.770915
0.945005,-0.045936,-0.280112,0.203487,29.672261
0.525886,-0.045936,-0.022192,0.848285,29.474953
2.105642,-0.047909,0.816045,0.461406,29.540722
2.557001,-0.047251,-0.183392,-0.344591,29.573607
-0.344591,-0.042976,0.493646,-0.086672,29.343414
-1.569708,-0.039688,-0.022192,0.300207,29.672261
0.622606,-0.040346,-0.280112,-0.247872,29.343414
-0.409071,-0.041003,-0.344591,-0.570271,29.540722
-1.311789,-0.043305,-0.022192,-0.215632,29.409183
1.493084,-0.045278,0.235727,-0.247872,29.836685
3.814357,-0.046923,0.074527,-0.215632,29.606492
1.686523,-0.04758,0.783805,-0.215632,29.540722
0.429166,-0.044292,0.074527,-0.247872,29.639376
0.203487,-0.039688,0.203487,-0.280112,29.474953
0.010048,-0.038373,-0.441311,-0.376831,29.474953
-2.343466,-0.039359,0.235727,0.106767,29.409183
-0.82819,-0.042648,0.139007,-0.344591,29.573607
1.460844,-0.046594,-0.473551,-0.086672,29.672261
1.751003,-0.048567,0.106767,0.783805,29.376299
1.299644,-0.049882,-0.247872,0.525886,29.540722
2.299081,-0.049225,0.171247,-0.022192,29.376299
-0.118912,-0.04199,0.171247,0.010048,29.606492
-1.956587,-0.035742,-0.634751,0.525886,29.442068
-0.538031,-0.034098,-0.183392,0.332447,29.672261
0.171247,-0.036071,0.106767,-0.312352,29.639376
-0.280112,-0.037715,0.106767,0.042287,29.639376
1.235164,-0.037715,-0.247872,0.300207,29.474953
3.975557,-0.038373,-0.538031,-0.151152,29.606492
2.68596,-0.037715,0.364687,-0.247872,29.606492
-0.538031,-0.032453,0.010048,-0.215632,29.409183
-0.73147,-0.026534,-0.538031,-0.118912,29.8038
0.364687,-0.022259,-0.441311,-0.473551,29.507838
-2.150027,-0.022588,0.074527,-0.247872,29.8038
-2.053307,-0.022588,0.042287,0.171247,29.738031
1.686523,-0.025876,-0.054432,-0.054432,29.376299
2.170122,-0.027521,-0.634751,0.010048,29.672261
0.396927,-0.029165,-0.312352,0.719326,29.409183
1.170684,-0.027521,-0.312352,1.041725,29.705146
0.396927,-0.02193,-0.247872,0.139007,29.409183
-0.634751,-0.019628,-0.280112,0.171247,29.606492
-1.182829,-0.018642,-0.473551,0.461406,29.836685
0.558126,-0.019299,-0.344591,0.042287,29.573607
0.945005,-0.020615,0.042287,-0.183392,29.343414
1.654283,-0.02193,0.364687,0.010048,29.409183
2.7182,-0.023575,-0.570271,-0.312352,29.606492
3.137319,-0.022588,0.493646,-0.280112,29.507838
-1.086109,-0.017984,0.267967,-0.022192,29.573607
-1.247309,-0.015024,-0.312352,-0.344591,29.540722
-0.183392,-0.014367,-0.151152,-0.409071,29.474953
-3.504103,-0.013709,-0.376831,-0.215632,29.474953
-2.665865,-0.015024,-0.118912,0.203487,29.540722
-0.409071,-0.016669,-0.409071,0.203487,29.573607
1.299644,-0.017326,-0.151152,-0.376831,29.639376
1.009485,-0.015682,0.461406,0.106767,29.639376
3.427478,-0.011736,-0.118912,0.364687,29.606492
5.877712,-0.007132,-0.76371,-0.247872,29.770915
2.202362,-0.005488,0.235727,-0.247872,29.442068
-1.666428,-0.005488,0.106767,0.042287,29.442068
-2.762585,-0.005817,-0.505791,0.074527,29.540722
-0.312352,-0.006474,-0.022192,-0.344591,29.507838
-2.859305,-0.008119,-0.441311,-0.634751,29.573607
-0.79595,-0.008776,-0.376831,-0.441311,29.672261
3.008359,-0.006803,0.300207,-0.247872,29.639376
2.105642,0.00076,-0.086672,-0.409071,29.639376
-0.215632,0.00372,-0.247872,-0.76371,29.573607
-0.79595,0.004706,0.042287,-0.538031,29.507838
-2.988264,0.004706,0.171247,-0.086672,29.507838
-3.665302,0.003062,-0.054432,0.074527,29.507838
1.235164,0.002733,0.396927,0.332447,29.738031
3.330759,0.001089,-0.312352,-0.634751,29.869569
3.137319,0.00076,-0.022192,-0.634751,29.639376
6.232351,0.005364,-0.118912,0.622606,29.474953
7.006109,0.008653,-0.86043,-0.086672,29.376299
1.525323,0.010626,-0.441311,-0.602511,29.277645
-4.761459,0.011283,-0.118912,-0.570271,29.442068
-4.56802,0.010954,-0.538031,-0.344591,29.573607
-3.310663,0.008981,0.074527,-0.344591,29.507838
-3.536343,0.006022,-0.151152,-0.82819,29.409183
-1.472988,0.005693,-0.538031,-0.538031,29.573607
3.395238,0.007666,-0.247872,-0.312352,29.738031
4.717075,0.012599,0.493646,-0.247872,29.540722
1.460844,0.014572,-0.666991,-0.054432,29.540722
-0.98939,0.015558,-0.247872,-0.183392,29.606492
-2.440186,0.015229,0.074527,-0.344591,29.606492
-1.215069,0.014901,-0.086672,-0.634751,29.573607
0.106767,0.011941,0.493646,-0.183392,29.507838
4.265716,0.007995,0.267967,-0.441311,29.343414
5.426353,0.006022,-0.118912,-1.150589,29.474953
5.265153,0.00931,-0.409071,-0.312352,30.001108
3.943317,0.011612,-0.183392,-0.054432,29.442068
-0.054432,0.010954,-0.505791,-0.312352,29.474953
-5.406258,0.012928,-0.76371,-0.441311,29.442068
-6.695854,0.015229,0.590366,-0.538031,29.507838
-4.858179,0.014572,-0.312352,-0.054432,29.639376
-2.923784,0.011283,-0.344591,0.139007,29.573607
0.010048,0.009968,-0.086672,-0.151152,29.507838
6.36131,0.012599,-0.76371,-0.054432,29.606492
