Accelerometer 1 (m/s^2),Microphone (V),Accelerometer 2 (m/s^2),Accelerometer 3 (m/s^2),Temperature (Celsius)
-16.077668,-0.292571,15.001608,1.073965,32.697655
-19.430618,-0.255741,12.906013,-11.950959,32.664771
-23.267167,-0.219239,15.743126,-9.500726,32.631886
-26.749077,-0.186025,14.872648,2.65372,32.664771
-30.650106,-0.144261,13.615291,3.072839,32.664771
-34.067536,-0.115323,13.615291,-6.857054,32.829194
-36.388809,-0.082767,12.293455,-12.563518,32.862079
-38.774562,-0.045936,13.131693,-2.407946,32.697655
-41.547193,0.000431,19.128317,-0.151152,32.796309
-43.900706,0.041537,19.257277,-4.181141,32.664771
-46.189739,0.05206,9.875461,-10.145524,32.697655
-47.930694,0.035618,11.229538,-10.467924,32.566116
-49.38149,0.02937,15.936565,-1.408509,32.500347
-51.251404,0.02082,18.870398,1.589803,32.697655
-52.121881,-0.009105,19.515196,-8.21113,32.862079
-52.73444,-0.029165,23.835345,-11.72528,32.894964
-52.412041,-0.046594,18.193359,-11.499601,32.599001
-51.831722,-0.06764,18.09664,-5.406258,32.697655
-50.413167,-0.072902,19.837595,-7.050493,32.73054
-49.639409,-0.080794,19.160557,-11.370641,32.796309
-49.18805,-0.095263,20.869273,-5.728657,32.829194
-48.736692,-0.097894,19.289517,4.007797,32.631886
-47.447096,-0.095263,12.132255,-3.310663,32.796309
-46.09302,-0.06764,-0.98939,0.783805,32.467462
-44.481025,-0.03903,17.387362,1.364124,32.631886
-43.965186,-0.025219,15.807606,-6.276735,32.631886
-44.190865,-0.000884,8.747064,-6.051056,32.927848
-44.384305,0.011612,5.684272,-2.085547,32.599001
-43.868466,-0.003186,3.685398,-4.69698,32.631886
-43.965186,-0.00779,12.357935,-6.792574,32.533232
-43.384868,0.002404,18.451279,-9.049367,32.599001
-42.997989,-0.019628,12.841533,-8.662489,32.763425
-42.224231,-0.044621,12.067775,3.878837,32.467462
-41.837353,-0.068955,12.035535,1.267404,32.697655
-41.385994,-0.109404,12.357935,-0.344591,32.763425
-39.709519,-0.144261,11.906576,-3.536343,32.697655
-38.742322,-0.166294,8.231225,5.265153,32.631886
-38.387683,-0.189642,6.844909,14.518009,32.664771
-38.194243,-0.200823,7.328508,8.811544,32.599001
-37.742885,-0.2074,6.49027,13.228412,32.763425
-37.388246,-0.203454,7.038349,6.36131,32.467462
-36.550008,-0.189313,2.331321,3.201799,32.631886
-36.936887,-0.174186,6.780429,9.327383,32.500347
-36.969127,-0.162677,7.489707,-1.601948,32.796309
-37.323766,-0.142617,0.558126,-8.08217,32.664771
-37.646165,-0.111706,1.299644,-11.56408,32.927848
-38.162003,-0.089015,-1.247309,-5.889856,32.599001
-39.064721,-0.079807,0.493646,-2.085547,32.664771
-39.838478,-0.076848,0.364687,-0.92491,32.599001
-41.869592,-0.094934,-3.826502,10.13338,32.631886
-43.288148,-0.127161,0.590366,3.395238,32.599001
-45.061343,-0.156758,4.717075,5.168434,32.664771
-46.221979,-0.194246,1.654283,22.803668,32.566116
-47.930694,-0.240942,8.940504,22.481269,32.500347
-48.994611,-0.271854,7.650907,5.200674,32.599001
-49.44597,-0.300135,7.457468,-3.633062,32.664771
-51.025725,-0.305396,10.939378,10.13338,32.862079
-52.863399,-0.302437,10.520259,22.481269,32.664771
-54.797793,-0.301121,12.486894,12.615854,32.763425
-56.184109,-0.30145,13.099453,-2.923784,32.664771
-57.505945,-0.311973,8.424665,13.099453,32.829194
-58.440902,-0.300464,9.553062,35.538436,32.467462
-60.085137,-0.297175,5.974431,30.509009,32.664771
-60.149617,-0.294216,2.557001,17.226162,32.467462
-60.826655,-0.297504,-0.473551,22.545748,32.533232
-61.342493,-0.293887,0.880525,31.411726,32.368808
-60.633215,-0.262646,5.909952,35.989795,32.500347
-60.987854,-0.22746,4.523635,22.932627,32.500347
-59.891698,-0.211017,5.232913,10.2301,32.631886
-59.698258,-0.183723,6.877149,13.228412,32.664771
-57.828344,-0.15906,3.427478,16.742563,32.697655
-55.79723,-0.157086,3.330759,18.386799,32.763425
-53.056839,-0.175502,-0.73147,11.294017,32.631886
-51.896202,-0.194246,-3.052744,4.813795,32.796309
-51.444844,-0.199508,-3.052744,14.29233,32.566116
-51.186924,-0.197206,-11.435121,20.353434,32.204385
-50.606606,-0.179777,-13.820874,19.966555,32.566116
-48.511012,-0.177475,-17.141585,17.032722,32.796309
-46.189739,-0.178461,-21.107093,25.092702,32.631886
-43.578307,-0.162677,-11.69304,20.256714,32.697655
-40.031918,-0.146563,-12.918157,20.321194,32.599001
-37.549445,-0.116638,-17.592943,18.870398,32.599001
-34.744574,-0.091646,-18.78582,9.617542,32.631886
-31.746262,-0.081452,-15.561829,8.940504,32.566116
-28.457792,-0.061063,-15.723029,3.620918,32.566116
-24.589003,-0.037715,-20.010936,-1.763148,32.894964
-18.527901,-0.036071,-18.78582,3.105079,32.763425
-12.789197,-0.032125,-23.299407,9.488582,32.664771
-7.147213,-0.036071,-20.043176,11.455217,32.697655
-1.763148,-0.054486,-20.591255,8.553625,32.566116
3.330759,-0.074875,-21.332773,13.96993,32.566116
7.231788,-0.087042,-20.784694,17.451841,32.533232
11.551937,-0.09888,-27.748514,15.549686,32.566116
16.001045,-0.114007,-25.74964,15.130567,32.631886
20.611353,-0.120584,-29.16707,9.875461,32.664771
24.867023,-0.118611,-28.618992,9.714262,32.796309
26.833658,-0.112363,-25.201562,9.359623,32.763425
29.541811,-0.097236,-23.911965,14.26009,32.664771
31.186047,-0.085727,-24.460044,8.908264,32.599001
32.411164,-0.075861,-22.17101,0.300207,32.664771
34.990358,-0.071915,-25.910839,9.972181,32.566116
36.989233,-0.082109,-23.299407,17.290642,32.927848
37.730751,-0.082767,-15.980948,12.906013,32.894964
37.408352,-0.067311,-17.012625,7.908826,32.796309
37.505072,-0.043305,-12.241119,7.618667,32.631886
36.956993,-0.024232,-17.367264,14.711448,32.533232
36.150995,-0.016011,-16.722466,14.06665,32.599001
35.893076,-0.005817,-13.659675,6.844909,32.599001
36.183235,-0.001213,-10.564643,3.782117,32.664771
34.732438,0.023451,-11.144962,14.09889,32.533232
32.540124,0.04088,-16.561266,19.998795,32.599001
29.477331,0.018518,-12.724717,11.422977,32.566116
26.672458,-0.011078,-9.049367,5.555313,32.631886
24.415664,-0.036728,-15.884228,8.295705,32.599001
23.029347,-0.041003,-12.692477,12.744814,32.73054
22.545748,-0.012065,-12.756957,12.357935,32.763425
21.417351,0.03233,-11.59632,8.295705,32.566116
18.741438,0.062255,-18.94702,9.198423,32.697655
16.258964,0.07212,-17.141585,8.908264,32.467462
13.93769,0.093166,-6.889293,6.941629,32.73054
12.873773,0.111253,-11.75752,8.134506,32.631886
11.229538,0.115199,-9.532966,11.165058,32.467462
9.939941,0.117172,-11.306161,5.555313,32.500347
8.747064,0.095139,-16.786946,-4.60026,32.697655
8.585865,0.056664,-14.626872,-1.05387,32.73054
9.714262,0.014572,-11.75752,14.09889,32.434578
9.262903,-0.027192,-11.59632,4.523635,32.664771
7.715387,-0.066653,-14.175513,-12.337838,32.697655
6.52251,-0.107431,-8.598009,-9.371767,32.796309
6.071151,-0.150181,-7.372892,-7.243933,32.697655
6.748189,-0.199508,-11.209441,-3.858742,32.796309
7.941066,-0.236996,-10.919282,-7.566332,32.763425
10.584739,-0.260344,-16.367827,-10.564643,32.829194
11.938816,-0.272183,-9.275047,-6.018816,32.533232
10.842659,-0.286981,-12.821437,-7.276172,32.73054
10.16562,-0.283693,-16.625746,-6.760334,32.566116
10.584739,-0.286981,-15.594069,-4.019941,32.829194
12.357935,-0.301779,-16.690226,-4.342341,32.664771
15.614166,-0.302766,-10.113285,-6.147776,32.697655
19.063837,-0.290927,-11.983199,-14.723592,32.73054
22.223349,-0.296518,-17.592943,-13.401755,32.829194
24.544623,-0.283035,-12.789197,-5.245058,32.763425
28.091015,-0.2587,-4.825939,0.203487,32.829194
31.734126,-0.240285,-5.954336,-12.434558,32.599001
36.312195,-0.228446,-0.344591,-23.879725,32.697655
41.341623,-0.199508,-5.825376,-7.437372,32.697655
45.436093,-0.189642,-3.600823,-1.376269,32.697655
49.240405,-0.193917,-4.922659,-10.564643,32.73054
53.528315,-0.193588,-0.98939,-13.111596,32.829194
57.655026,-0.174515,1.944442,-14.820311,32.533232
61.459338,-0.162348,-4.4713,-8.27561,32.73054
64.780051,-0.161033,-2.698105,-3.762022,32.631886
68.745563,-0.158073,-1.086109,-7.727531,32.829194
71.453717,-0.149523,-1.311789,-7.759771,32.862079
73.710513,-0.138013,0.171247,-3.955462,32.599001
75.741629,-0.117954,-3.149464,-6.147776,32.631886
76.676587,-0.099538,-3.858742,-10.306724,32.73054
77.418106,-0.055144,1.170684,-9.500726,32.599001
76.934507,-0.009105,4.007797,-8.662489,32.697655
76.354188,0.022793,9.682022,-14.497912,32.862079
76.805547,0.056006,8.005546,-11.467361,32.599001
77.869465,0.083301,8.779304,-8.855928,32.697655
77.933945,0.108293,6.973869,-13.014876,32.664771
77.160186,0.132628,3.846597,-19.269419,32.796309
77.385866,0.167486,4.974994,-23.234927,32.697655
77.611545,0.181297,8.456905,-13.820874,32.763425
78.224104,0.178009,-4.37458,-14.530152,32.697655
80.706579,0.18919,-2.601385,-26.168759,32.829194
80.964499,0.193793,-3.697542,-28.457792,32.763425
80.771059,0.19774,-6.341215,-17.399504,32.862079
79.416982,0.211551,-2.440186,-12.466798,32.927848
79.030103,0.238517,-5.535217,-19.495098,32.631886
79.449222,0.258905,-5.922096,-16.174387,32.73054
79.159062,0.288173,-4.890419,-12.595758,32.631886
78.546504,0.344077,-7.050493,-10.983762,32.697655
76.257468,0.417081,-4.729219,-23.009248,32.664771
73.259154,0.478246,-3.052744,-27.103716,32.862079
70.905638,0.529875,-5.374018,-16.496787,32.73054
69.551561,0.555525,-4.922659,-8.598009,32.763425
68.390923,0.563418,-6.534654,-14.078793,32.664771
67.681645,0.55717,-3.117224,-24.975882,32.533232
64.909011,0.546975,-0.441311,-17.689663,32.664771
62.942375,0.539741,1.525323,-8.598009,32.796309
60.685579,0.52001,1.396364,-10.113285,32.73054
58.074145,0.481206,0.977245,-13.885354,32.763425
55.65615,0.426617,-3.826502,-14.562392,32.631886
53.173676,0.388471,-0.538031,-5.406258,32.500347
49.724003,0.361506,-1.182829,1.815483,32.73054
45.565053,0.327963,-0.376831,-7.727531,32.664771
43.824097,0.29738,4.652595,-18.205502,32.697655
42.115381,0.262523,-3.310663,-6.212255,32.434578
39.826346,0.256274,-4.43906,6.71595,32.664771
38.08539,0.264824,-1.440748,-1.247309,32.73054
37.053713,0.245751,-4.793699,-13.014876,32.664771
34.829158,0.235886,0.525886,-11.88648,32.664771
32.830283,0.234899,-2.504666,-5.374018,32.599001
32.572364,0.229638,-4.858179,-4.53578,32.697655
31.895325,0.22602,-2.150027,-12.015439,32.697655
31.766366,0.224376,0.364687,-13.143836,32.631886
32.572364,0.225692,-0.183392,-2.569145,32.894964
32.153245,0.216813,2.91164,-0.118912,32.697655
31.218287,0.195767,4.942754,2.170122,32.664771
30.799168,0.182941,0.042287,-7.953211,32.697655
29.703011,0.175049,4.201236,-14.401192,32.631886
27.349496,0.146768,4.104517,-4.729219,32.697655
26.736938,0.104347,3.975557,-3.633062,32.664771
26.543498,0.074751,10.16562,-7.469612,32.631886
26.09214,0.054033,7.844347,-14.917031,32.697655
26.09214,0.042853,9.746501,-14.594632,32.796309
25.382861,0.039235,9.939941,1.460844,32.566116
24.125504,0.038249,11.294017,0.525886,32.631886
22.835908,0.030685,16.678083,-14.788071,32.664771
20.998232,0.008653,15.324007,-14.401192,32.697655
18.999357,-0.008776,8.070026,-2.665865,32.664771
17.290642,-0.014696,7.586427,-3.375143,32.566116
15.872085,-0.024232,5.007234,-17.238304,32.829194
15.291767,-0.051855,-0.634751,-21.526212,32.960733
15.098327,-0.086713,3.975557,-6.824814,32.763425
14.06665,-0.127819,5.394113,5.974431,32.599001
12.390175,-0.157086,1.235164,-15.497349,32.697655
11.100578,-0.172871,3.911077,-4.181141,32.631886
9.649782,-0.18734,2.202362,-7.663051,32.763425
8.263465,-0.183394,4.201236,-10.983762,32.566116
8.618104,-0.166623,7.876586,-9.597446,32.631886
8.811544,-0.141302,5.103954,-20.268856,32.763425
8.424665,-0.102169,4.201236,-14.755831,32.73054
7.650907,-0.051855,2.81492,-10.983762,32.73054
7.715387,-0.024232,8.811544,-12.208879,32.927848
7.425228,-0.016011,11.551937,-9.404006,32.599001
7.231788,-0.009763,4.588115,-17.463984,32.664771
