Accelerometer 1 (m/s^2),Microphone (V),Accelerometer 2 (m/s^2),Accelerometer 3 (m/s^2),Temperature (Celsius)
4.168996,0.529546,1.976682,-4.4713,43.220766
4.362436,0.522641,-1.795388,-3.794262,43.253651
3.717638,0.512775,2.170122,-2.569145,42.628841
2.073402,0.500608,4.652595,-3.729782,43.154997
2.460281,0.492387,-2.021067,-2.246746,43.056343
2.363561,0.487125,4.136756,-4.213381,43.023458
1.202924,0.483508,3.008359,-3.439623,43.023458
0.622606,0.477917,3.491958,-2.278986,43.31942
2.460281,0.471998,2.8794,-4.890419,43.187882
1.364124,0.467065,-0.118912,-2.150027,43.154997
-0.086672,0.460817,1.686523,-3.375143,43.187882
-0.82819,0.45424,5.909952,-4.4713,43.023458
-0.086672,0.447992,3.201799,-2.311226,43.122112
0.139007,0.441744,0.493646,-2.343466,43.056343
-0.022192,0.440758,3.105079,-1.215069,42.990573
0.203487,0.441744,0.590366,-3.407383,43.056343
1.557563,0.439113,5.942192,-1.730908,43.089227
1.783243,0.433523,5.458593,-2.827065,43.122112
0.493646,0.431221,1.589803,-5.051619,43.154997
-0.538031,0.431879,4.652595,-3.149464,43.286536
-0.86043,0.43451,4.168996,-3.600823,43.154997
-0.86043,0.433194,5.168434,-2.988264,43.220766
-1.472988,0.431879,4.426916,-1.827627,43.220766
-2.182266,0.426617,1.783243,-3.213944,43.122112
-1.892107,0.422671,3.588678,-2.665865,43.31942
-1.344029,0.418396,3.556438,-0.409071,43.286536
-3.181704,0.410504,2.008922,-1.150589,43.023458
-4.890419,0.409846,3.137319,-2.021067,42.957688
-5.148338,0.410504,5.168434,-0.92491,43.154997
-5.470737,0.409517,3.072839,-1.182829,43.352305
-5.889856,0.407215,3.814357,-2.407946,42.990573
-6.018816,0.406229,3.137319,-2.440186,43.286536
-5.148338,0.404913,4.362436,-1.827627,43.056343
-4.954899,0.405571,7.006109,-2.021067,43.187882
-5.180578,0.403927,3.975557,-1.440748,43.023458
-6.083296,0.404913,4.878274,-0.602511,43.220766
-6.437935,0.4059,5.813232,-0.92491,43.31942
-6.631374,0.406886,4.330196,-0.312352,43.122112
-6.534654,0.4059,5.652032,-0.76371,43.056343
-5.986576,0.4059,5.974431,-0.79595,43.220766
