Accelerometer 1 (m/s^2),Microphone (V),Accelerometer 2 (m/s^2),Accelerometer 3 (m/s^2),Temperature (Celsius)
-10.242244,0.044826,-1.086109,-2.827065,28.455527
-9.146087,0.03792,-9.307287,0.106767,28.356872
-8.340089,0.035289,-4.6325,2.105642,28.455527
-8.791448,0.035618,3.782117,5.748752,28.389757
-6.986013,0.033974,-2.150027,8.005546,28.389757
-8.04993,0.029041,-1.924347,4.813795,28.323988
-7.147213,0.027397,-4.40682,3.137319,28.521296
-7.243933,0.03496,-6.147776,2.363561,28.356872
-8.726968,0.03496,-3.052744,1.299644,28.488411
-6.857054,0.035618,0.203487,-1.634188,28.488411
-6.502415,0.051403,-1.05387,2.94388,28.488411
-6.341215,0.05798,-2.988264,7.844347,28.652835
-6.051056,0.062255,-1.279549,2.170122,28.488411
-5.470737,0.063899,-3.149464,0.106767,28.291103
-5.599697,0.064228,-3.890982,5.168434,28.323988
-4.954899,0.064228,-4.56802,4.684835,28.356872
-6.212255,0.063899,-2.762585,5.329633,28.389757
-4.922659,0.070147,-10.403444,3.459718,28.159564
-3.826502,0.062912,-9.629686,2.331321,28.323988
-2.053307,0.059624,-10.564643,4.523635,28.455527
-0.634751,0.053376,-6.792574,6.264591,28.323988
0.912765,0.047456,-7.856491,9.875461,28.356872
2.65372,0.03496,-11.983199,6.49027,28.291103
4.684835,0.027068,-10.532403,0.848285,28.521296
4.297956,0.028712,-14.852551,5.458593,28.455527
5.426353,0.029699,-9.210567,6.232351,28.521296
7.296268,0.02937,-2.665865,-0.505791,28.225334
8.521385,0.034303,-4.56802,-1.247309,28.389757
9.391862,0.03792,-9.984325,-1.859867,28.554181
9.069463,0.042195,-6.921533,4.491395,28.422642
10.907138,0.041208,-8.27561,7.264028,28.323988
10.42354,0.034631,-9.404006,5.845472,28.291103
10.29458,0.029699,-0.98939,9.649782,28.587065
10.32682,0.028383,-7.501852,7.650907,28.455527
10.971618,0.023451,-15.40063,5.168434,28.455527
12.906013,0.017531,-6.437935,8.682584,28.225334
12.003296,0.024437,-9.146087,8.714824,28.323988
13.421852,0.030685,-6.857054,1.751003,28.356872
14.518009,0.035289,-4.148901,3.008359,28.356872
16.001045,0.037262,-11.78976,9.230663,28.422642
15.227287,0.036605,-6.308975,3.040599,28.521296
15.614166,0.041537,-10.435684,4.555875,28.455527
16.194485,0.041537,-9.565206,7.908826,28.521296
16.452404,0.039235,-5.406258,7.328508,28.389757
15.968805,0.044168,-12.885917,0.042287,28.389757
16.678083,0.051403,-13.982074,2.492521,28.751489
18.03216,0.055678,-12.434558,4.749315,28.291103
16.742563,0.074751,-8.759208,-0.022192,28.422642
16.291204,0.08922,-5.696417,1.847723,28.455527
15.291767,0.098428,-8.726968,1.460844,28.422642
15.839846,0.10632,-5.438497,4.233476,28.455527
16.226725,0.121118,-8.920408,12.615854,28.521296
16.065525,0.144138,-8.436809,4.749315,28.323988
15.968805,0.160251,-12.370078,8.424665,28.356872
16.742563,0.16913,-9.855365,13.131693,28.389757
16.420164,0.178338,-12.627997,4.136756,28.455527
16.258964,0.178666,-15.43287,2.94388,28.455527
15.581926,0.185243,-14.497912,4.136756,28.225334
16.065525,0.193465,-15.497349,3.782117,28.323988
16.065525,0.198068,-5.631937,7.328508,28.225334
14.711448,0.196424,-10.435684,1.428604,28.488411
15.517446,0.190505,-10.887042,-2.504666,28.291103
14.646969,0.189847,-8.30785,1.460844,28.488411
15.485206,0.195438,-19.849737,3.878837,28.455527
15.388487,0.199713,-14.175513,5.071714,28.554181
15.710886,0.196424,-10.564643,5.297393,28.356872
16.807043,0.19182,-15.36839,7.618667,28.488411
18.644718,0.182941,-22.815808,5.523073,28.587065
20.740313,0.181297,-20.816934,0.687086,28.455527
21.094952,0.184257,-17.044865,-3.084984,28.291103
24.286704,0.184586,-11.62856,-3.181704,28.521296
27.252777,0.17472,-11.306161,-6.018816,28.389757
29.670771,0.154661,-18.8503,-4.858179,28.61995
31.411726,0.135259,-10.854802,-2.472426,28.356872
34.958118,0.121776,-15.884228,0.880525,28.488411
37.988671,0.112897,-15.594069,2.299081,28.488411
38.988108,0.103032,-10.435684,4.168996,28.488411
40.309945,0.102703,-27.684034,2.589241,28.488411
41.825222,0.116843,-21.010374,0.590366,28.61995
42.921379,0.132628,-19.559578,4.781555,28.389757
43.533938,0.145782,-25.008122,7.102828,28.488411
43.501698,0.148413,-15.36839,9.327383,28.323988
44.275456,0.15203,-17.496224,3.975557,28.389757
44.210976,0.156963,-15.529589,-0.538031,28.356872
43.662897,0.155318,-13.401755,3.395238,28.389757
42.760179,0.151372,-13.143836,0.396927,28.323988
41.825222,0.149399,-9.242807,-0.473551,28.455527
40.503385,0.14907,-13.498475,-1.698668,28.455527
41.083703,0.138547,-13.756394,1.912202,28.521296
38.923628,0.133614,-11.56408,10.26234,28.652835
38.37555,0.130655,-19.043739,4.910514,28.587065
38.504509,0.130655,-12.789197,-2.278986,28.422642
37.762991,0.137232,-17.173825,-3.665302,28.488411
36.892513,0.136903,-11.983199,-2.085547,28.389757
34.313319,0.127366,-10.758083,-0.054432,28.488411
33.700761,0.107635,-13.272796,-0.89267,28.356872
32.540124,0.093166,-11.016002,-3.504103,28.291103
31.153807,0.080341,-8.823688,-4.761459,28.389757
29.92869,0.07508,-5.631937,-2.665865,28.323988
29.412851,0.073435,-9.887605,4.813795,28.028025
30.928128,0.073764,-12.176639,1.944442,28.323988
29.251652,0.07771,-7.888731,-2.569145,28.291103
26.640218,0.084287,-10.500163,-3.246184,28.422642
27.478456,0.088234,-8.855928,-3.020504,28.488411
26.769178,0.095797,-3.987701,2.202362,28.422642
24.802543,0.105334,-10.532403,-2.698105,28.61995
23.770865,0.122762,-6.083296,-7.372892,28.488411
23.738625,0.132957,-11.241681,-2.827065,28.521296
24.705823,0.151372,-7.211693,-3.890982,28.389757
24.157744,0.167815,-4.761459,-6.083296,28.521296
23.061587,0.175378,-7.663051,-4.53578,28.356872
22.158869,0.183599,-12.789197,-5.728657,28.455527
22.416789,0.179982,-13.627435,-9.275047,28.422642
22.255589,0.182941,-14.659112,-9.952085,28.521296
20.579113,0.188861,-15.013751,-7.695291,28.455527
21.449591,0.192149,-15.078231,-8.791448,28.554181
24.383424,0.185901,-14.304473,-11.209441,28.61995
25.286142,0.172418,-9.242807,-9.694166,28.422642
25.511821,0.16913,-20.139896,-10.822563,28.323988
27.123817,0.173405,-15.045991,-10.177764,28.488411
27.897575,0.165841,-9.952085,-9.726406,28.521296
28.671333,0.161238,-9.984325,-11.78976,28.554181
30.251089,0.171432,-9.404006,-7.179453,28.521296
30.637968,0.169459,-14.497912,-3.213944,28.356872
33.378362,0.176036,-12.112159,-5.760897,28.422642
34.732438,0.195767,-10.629123,-11.78976,28.422642
35.699636,0.217142,-10.661363,-14.820311,28.554181
35.989795,0.253972,-13.853114,-15.36839,28.455527
36.118755,0.290146,-13.917594,-9.146087,28.587065
36.408914,0.308232,-13.982074,-8.372329,28.488411
34.925878,0.324675,-15.33615,-13.498475,28.587065
35.699636,0.327305,-7.050493,-11.499601,28.455527
34.24884,0.322044,-7.050493,-7.405132,28.554181
34.764678,0.303628,-8.17889,-8.501289,28.652835
35.667396,0.281924,-4.858179,-9.919845,28.389757
33.507321,0.279294,-14.820311,-8.30785,28.389757
32.121005,0.2862,-8.726968,-7.179453,28.455527
33.346122,0.291461,-3.246184,-8.952648,28.488411
31.637406,0.313823,-8.24337,-9.049367,28.61995
29.541811,0.347694,-1.440748,-10.887042,28.488411
30.799168,0.369727,-10.048805,-10.919282,28.61995
29.76749,0.382223,-11.56408,-8.726968,28.521296
28.897013,0.379921,-3.794262,-4.66474,28.554181
28.703573,0.364465,0.396927,-5.954336,28.488411
28.284454,0.350325,-4.793699,-10.435684,28.61995
27.381736,0.345392,-4.4713,-11.69304,28.422642
25.83422,0.338157,3.524198,-6.212255,28.422642
25.060462,0.325661,-0.69923,-1.408509,28.455527
23.545186,0.309548,-1.376269,-9.661926,28.422642
23.222787,0.28883,0.396927,-14.917031,28.521296
23.383986,0.265811,0.880525,-8.920408,28.225334
20.837033,0.239832,-2.601385,-7.920971,28.356872
21.288392,0.221745,-4.310101,-5.212818,28.356872
20.095515,0.209907,-1.795388,-5.502977,28.521296
16.839283,0.196424,0.590366,-10.564643,28.291103
16.065525,0.181297,2.428041,-10.629123,28.422642
13.840971,0.187874,3.040599,-3.890982,28.389757
13.292892,0.208592,1.364124,2.78268,28.422642
10.584739,0.22043,2.589241,1.364124,28.521296
7.844347,0.233584,5.361873,-2.633625,28.356872
