Accelerometer 1 (m/s^2),Microphone (V),Accelerometer 2 (m/s^2),Accelerometer 3 (m/s^2),Temperature (Celsius)
93.828236,0.14348,-4.793699,-27.168196,27.962256
93.086717,0.197411,-1.537468,-27.812994,27.99514
91.73264,0.228322,-4.052181,-29.521709,28.126679
90.829921,0.233584,1.299644,-30.295467,28.126679
90.152882,0.236872,0.332447,-26.297718,27.99514
90.120642,0.237201,-12.563518,-21.203813,27.962256
88.444165,0.250355,-9.952085,-20.816934,28.093795
86.703208,0.264496,2.492521,-20.268856,28.06091
84.317453,0.260221,7.779867,-21.526212,27.896486
81.802737,0.301655,5.458593,-2.117787,27.929371
79.642661,0.341446,-2.085547,11.197298,27.732063
76.450908,0.366109,-3.890982,-1.956587,27.863602
72.195236,0.392088,-7.437372,-12.047679,27.962256
67.230286,0.406229,-0.151152,-11.144962,28.028025
63.168054,0.420369,2.524761,-7.663051,28.028025
59.524942,0.441087,3.459718,-9.661926,27.896486
56.236469,0.446677,-8.759208,-13.111596,27.99514
51.884079,0.448321,-4.69698,-17.689663,27.962256
47.04809,0.43155,9.520822,-15.465109,27.830717
42.921379,0.38584,4.168996,-4.729219,28.028025
40.277705,0.368082,1.912202,-7.953211,27.99514
39.342747,0.358875,-1.601948,-11.6608,28.093795
39.342747,0.342104,-6.244495,-18.592381,27.929371
39.568427,0.345063,-6.051056,-17.399504,28.06091
38.44003,0.32895,-3.794262,-8.14665,28.192449
36.279955,0.301655,-1.924347,-16.915905,27.99514
34.700198,0.297051,-0.602511,-17.689663,28.093795
36.183235,0.30034,1.170684,-15.980948,27.962256
39.278268,0.310863,6.71595,-13.466235,28.126679
41.406103,0.324675,6.264591,-10.629123,28.028025
41.051463,0.31448,17.774241,-14.626872,28.028025
40.309945,0.297051,12.519134,-13.853114,27.962256
39.632907,0.286857,-0.505791,-10.210004,27.99514
39.890826,0.280938,8.037786,-15.14271,27.99514
39.729626,0.267126,0.848285,-17.302784,28.093795
38.21435,0.23194,2.97612,-17.883103,28.159564
35.151557,0.204317,-2.730345,-17.206065,27.962256
31.959805,0.201028,6.49027,-9.661926,27.962256
29.703011,0.175049,4.040037,-7.340652,28.028025
27.027097,0.156634,3.685398,5.909952,28.126679
24.415664,0.149728,14.03441,13.776491,27.863602
20.417914,0.117501,9.488582,2.68596,28.028025
15.807606,0.092837,19.482956,-2.762585,27.896486
11.455217,0.074751,2.299081,-1.892107,28.06091
8.005546,0.037262,2.041162,2.65372,27.962256
5.490833,0.041537,-1.279549,7.070589,27.896486
4.749315,0.041537,5.813232,-2.988264,28.126679
5.200674,-0.000884,3.040599,-8.598009,27.99514
5.361873,-0.037386,13.034973,-4.181141,28.093795
6.52251,-0.090659,16.484644,-8.726968,28.126679
8.553625,-0.146234,-4.858179,-8.24337,28.126679
11.487457,-0.185367,7.586427,-23.170447,28.225334
14.775928,-0.233708,7.006109,-23.041488,27.929371
17.451841,-0.256727,-3.117224,-15.20719,28.258218
19.579676,-0.280404,-8.04993,-20.365575,28.192449
21.546311,-0.300135,-2.988264,-15.465109,28.093795
23.932065,-0.296518,-12.563518,-11.144962,28.126679
25.83422,-0.33302,-8.823688,-6.986013,28.093795
27.285017,-0.357683,-6.147776,-7.082733,28.159564
26.607978,-0.349462,-7.98545,-11.435121,28.159564
23.770865,-0.346502,-4.69698,-7.147213,27.929371
20.321194,-0.366562,-11.822,-10.145524,28.06091
16.516884,-0.380045,-10.919282,-12.627997,27.896486
12.486894,-0.383662,3.105079,-13.627435,27.929371
9.617542,-0.396487,6.877149,-16.593506,28.093795
7.006109,-0.397802,5.555313,-8.726968,28.093795
4.007797,-0.395829,5.974431,-0.76371,27.896486
1.009485,-0.366233,-1.795388,-2.504666,27.863602
-1.215069,-0.331047,2.62148,2.395801,27.863602
-3.762022,-0.329073,2.94388,8.843784,27.896486
-6.405695,-0.300793,-0.022192,4.684835,27.896486
-8.436809,-0.270868,-7.050493,-0.183392,28.093795
-9.532966,-0.256727,-4.277861,-3.923222,27.929371
-10.467924,-0.221869,-3.633062,-6.373455,27.896486
-9.758646,-0.186354,-8.27561,2.266841,27.962256
-8.662489,-0.153469,-2.085547,2.524761,27.764947
-7.759771,-0.121571,0.300207,-5.922096,27.929371
-6.695854,-0.106115,-6.276735,-11.209441,28.126679
-5.406258,-0.100196,0.300207,-4.53578,28.159564
-4.148901,-0.082109,3.846597,3.330759,28.028025
-3.471863,-0.082438,-1.279549,-7.308412,28.028025
-2.891545,-0.072902,-5.374018,-12.337838,28.028025
-2.182266,-0.028836,1.170684,-8.662489,28.06091
-1.440748,0.008981,4.072277,0.267967,28.028025
-0.73147,0.00931,1.622043,-2.150027,28.028025
-0.312352,-0.022588,4.910514,-13.659675,28.093795
0.364687,-0.031467,10.35906,-1.02163,28.192449
0.687086,-0.033769,11.777616,5.071714,28.028025
-0.473551,-0.019628,12.454654,1.267404,28.126679
-3.117224,0.030685,15.678646,4.588115,27.896486
-6.695854,0.066858,7.135068,1.009485,27.863602
-10.338964,0.126051,10.004421,2.105642,27.962256
-13.111596,0.18327,6.39355,6.68371,28.126679
-15.17495,0.246409,2.524761,3.524198,27.962256
-17.141585,0.313494,-0.376831,4.555875,27.830717
-18.979259,0.378606,3.266279,5.845472,27.896486
-22.009811,0.444046,-2.278986,10.778179,28.126679
-25.62068,0.490085,-2.182266,15.485206,27.863602
-28.361072,0.547962,10.971618,8.908264,27.929371
-30.327707,0.604852,7.618667,-0.79595,28.028025
-31.649543,0.63708,14.26009,8.134506,27.929371
-33.390498,0.650562,15.968805,12.906013,27.830717
-34.905773,0.652864,16.678083,9.004983,27.929371
-35.90521,0.640697,19.966555,17.387362,27.929371
-35.93745,0.619979,15.195047,12.777054,27.863602
-36.03417,0.589726,8.360185,11.551937,27.863602
-36.195369,0.55421,11.132818,9.037223,27.830717
-35.711771,0.497648,8.263465,11.132818,28.028025
-35.80849,0.454898,0.074527,19.966555,27.863602
-36.03417,0.406229,3.717638,10.35906,27.863602
-35.647291,0.333882,4.136756,6.232351,27.896486
-34.841293,0.259563,-1.892107,13.067213,27.830717
-33.841856,0.192478,0.171247,9.810981,28.028025
-33.261538,0.120789,3.846597,16.516884,27.797832
-33.229298,0.073435,-1.924347,15.678646,27.896486
-33.712897,0.064885,-1.311789,14.775928,27.764947
-35.034733,0.054033,3.846597,20.224474,27.699178
-36.388809,0.036276,2.363561,30.444529,27.830717
-38.290963,0.019504,-2.150027,22.706948,27.797832
-40.031918,0.007666,5.716512,21.610791,27.764947
-41.676153,0.016545,5.652032,24.641343,27.699178
-44.577744,0.033974,-0.602511,29.251652,27.633409
-48.188613,0.029041,1.364124,29.96093,27.797832
-51.831722,0.008981,7.521947,15.356247,27.830717
-54.539874,-0.005817,12.390175,15.517446,27.863602
-56.442028,-0.030151,13.873211,22.384549,27.732063
-58.569862,-0.036071,7.973306,20.127755,27.797832
-61.471453,-0.02193,10.552499,13.744251,27.929371
-64.663203,-0.012394,4.297956,5.297393,28.028025
-67.597034,-0.032782,7.779867,19.547436,27.633409
-69.595908,-0.05613,4.781555,31.508446,27.666293
-70.692064,-0.037715,-4.890419,28.929252,27.797832
-71.240143,-0.036728,-0.215632,9.778741,27.929371
-71.530302,-0.044621,4.362436,12.003296,27.99514
-72.400779,-0.039688,8.940504,22.255589,27.699178
-72.948857,-0.041332,5.490833,19.450716,27.797832
-71.691501,-0.057446,1.170684,12.873773,27.929371
-70.079506,-0.078492,2.170122,6.200111,27.99514
-67.403594,-0.100525,4.297956,6.71595,28.06091
-64.050645,-0.103484,4.297956,6.49027,27.830717
-60.504256,-0.079479,1.751003,11.551937,27.929371
-56.377548,-0.062707,-0.473551,9.520822,27.99514
-50.864525,-0.068955,-9.823125,8.714824,28.06091
-44.126386,-0.066982,-3.213944,7.135068,27.929371
-37.646165,-0.045278,0.364687,0.687086,27.929371
-31.488343,-0.03344,-2.472426,9.004983,27.962256
-26.007559,-0.023246,-0.69923,15.614166,27.929371
-21.042614,-0.028836,4.362436,11.777616,28.06091
-16.142148,-0.052842,0.332447,3.169559,28.06091
-11.306161,-0.060405,-1.150589,-2.633625,28.126679
-6.986013,-0.05909,4.781555,8.618104,27.896486
-4.40682,-0.064352,2.331321,20.288954,27.830717
-3.052744,-0.06468,2.041162,9.553062,27.99514
-3.633062,-0.061392,4.426916,3.105079,28.06091
-5.954336,-0.083425,-1.279549,15.710886,27.830717
-9.081607,-0.11335,0.816045,13.93769,27.896486
-12.370078,-0.132423,4.620355,11.358497,27.863602
-17.012625,-0.146563,15.291767,10.32682,27.830717
-23.073728,-0.142288,8.360185,-3.342903,27.896486
-29.424989,-0.116967,4.588115,3.072839,27.764947
-34.970253,-0.07915,12.744814,8.489145,27.797832
-39.4516,-0.060734,12.325695,4.717075,27.764947
-43.384868,-0.06764,21.643031,2.460281,27.764947
-47.898454,-0.052842,10.616979,-5.083858,27.962256
-51.863962,-0.042319,10.3913,-2.762585,27.896486
-54.604354,-0.039688,4.491395,3.298519,27.929371
-55.023473,-0.029823,5.200674,3.524198,28.06091
-53.991796,-0.004173,12.551374,-0.76371,28.159564
-51.380364,0.019176,10.26234,1.138445,28.06091
-47.672775,0.041208,10.101141,3.427478,27.732063
