Accelerometer 1 (m/s^2),Microphone (V),Accelerometer 2 (m/s^2),Accelerometer 3 (m/s^2),Temperature (Celsius)
-3.633062,0.167157,0.429166,2.008922,27.929371
-2.021067,0.171761,0.912765,6.45803,27.896486
-0.022192,0.178666,-1.763148,3.814357,27.797832
0.106767,0.18064,0.074527,1.847723,27.863602
2.137882,0.183599,-9.597446,2.041162,27.830717
1.912202,0.182941,-1.537468,4.910514,27.830717
3.491958,0.179324,2.97612,7.135068,27.929371
5.297393,0.181297,-0.82819,3.072839,27.764947
6.45803,0.184257,-4.53578,0.912765,28.028025
8.166746,0.177351,-8.920408,4.846035,27.99514
9.166183,0.167157,-5.148338,7.296268,27.99514
11.261777,0.15762,-6.018816,5.813232,27.929371
12.809293,0.148413,-4.890419,6.49027,27.863602
12.551374,0.136574,-9.758646,6.812669,27.830717
15.066088,0.130984,-8.469049,7.844347,27.797832
16.936003,0.12638,-8.598009,2.68596,27.929371
19.225037,0.120789,-12.241119,-1.988827,27.896486
21.030472,0.101059,-11.177202,-1.150589,27.962256
23.126067,0.092509,-11.209441,4.717075,27.830717
26.543498,0.090864,-11.75752,6.167871,27.962256
27.962055,0.083301,-11.435121,-1.150589,27.797832
28.864773,0.071462,-9.597446,-0.86043,27.99514
31.089327,0.055349,-11.950959,4.878274,28.028025
33.668521,0.047785,-6.502415,4.878274,28.028025
36.054275,0.056993,-12.563518,6.45803,28.028025
37.924191,0.05502,-12.853677,1.138445,27.863602
38.44003,0.050416,-14.336713,1.686523,27.863602
39.955306,0.045812,-15.36839,4.330196,28.028025
42.018661,0.036933,-14.562392,2.202362,27.863602
41.954181,0.027726,-14.949271,5.458593,27.764947
42.30882,0.025424,-17.883103,3.524198,27.764947
41.792982,0.018518,-14.949271,-1.311789,27.929371
45.339373,0.007666,-15.11047,4.974994,27.863602
44.823535,-0.002857,-17.915342,10.068901,27.666293
44.307696,-0.018642,-14.594632,8.263465,27.732063
45.790732,-0.033769,-12.692477,7.973306,27.830717
46.66121,-0.04758,-8.21113,9.101703,27.896486
46.69345,-0.061063,-9.436246,10.552499,27.764947
46.048652,-0.074546,-18.78582,8.489145,27.929371
45.565053,-0.086713,-11.918719,6.038911,27.468985
48.079767,-0.092304,-5.019379,2.78268,27.929371
48.015287,-0.097236,-6.051056,6.61923,27.863602
47.789608,-0.102169,-8.01769,6.65147,28.028025
47.918568,-0.110719,-14.723592,2.428041,27.929371
47.209289,-0.112363,-8.984888,3.685398,28.488411
48.918005,-0.106115,-5.438497,5.684272,27.797832
44.533375,-0.086384,-9.210567,1.525323,27.732063
43.695137,-0.066325,-10.790323,3.588678,27.830717
42.115381,-0.058103,-10.081045,1.654283,27.764947
42.147621,-0.04758,-8.436809,4.652595,27.863602
39.923066,-0.035084,-7.920971,6.135631,27.764947
36.634594,-0.020286,-8.14665,1.912202,27.797832
36.344434,-0.016998,-9.823125,4.072277,27.699178
